category,page_url,title_h2,spanish,guarani,image_count,image_paths
Fauna,https://spl.gov.py/dampy/Fauna/Piririta/piririta.html,piririta,piririta,,1,images/Fauna/piririta/piririta_0.png
Fauna,https://spl.gov.py/dampy/Fauna/Pitog%C3%BC%C3%A9/pitogue.html,pitogüé,pitogüé,,1,images/Fauna/pitogue/pitogue_0.png
Fauna,https://spl.gov.py/dampy/Fauna/Taguat%C3%B3/taguato.html,taguató,taguató,,1,images/Fauna/taguato/taguato_0.jpg
Fauna,https://spl.gov.py/dampy/Fauna/Ta%C3%B1icat%C3%AD/tanicati.html,tañicatí,tañicatí,,1,images/Fauna/tanicati/tanicati_0.jpg
Fauna,https://spl.gov.py/dampy/Fauna/Tat%C3%BA/tatu.html,tatú,tatú,,1,images/Fauna/tatu/tatu_0.jpg
Fauna,https://spl.gov.py/dampy/Fauna/Tero%20tero/terotero.html,tero tero,"tero, tero-tero o teru-teru",,1,images/Fauna/terotero/terotero_0.png
Fauna,https://spl.gov.py/dampy/Fauna/Tey%C3%BA/teyu.html,teyú,teyú,,1,images/Fauna/teyu/teyu_0.png
Fauna,https://spl.gov.py/dampy/Fauna/Tordo/tordo.html,tordo,tordo,,1,images/Fauna/tordo/tordo_0.png
Fauna,https://spl.gov.py/dampy/Fauna/Tuc%C3%A1n/tucan.html,tucán,tucán,,1,images/Fauna/tucan/tucan_0.jpg
Fauna,https://spl.gov.py/dampy/Fauna/Uruta%C3%BA/urutau.html,urutaú,urutaú,,1,images/Fauna/urutau/urutau_0.jpeg
Fauna,https://spl.gov.py/dampy/Fauna/Vaquilla/vaquilla.html,vaquilla,vaquilla,,1,images/Fauna/vaquilla/vaquilla_0.jpeg
Fauna,"https://spl.gov.py/dampy/Fauna/Venado,%20a/venadohembra.html","venado, a","venado, venada",,2,images/Fauna/venadohembra/venadohembra_0.jpg | images/Fauna/venadohembra/venadohembra_1.jpg
Fauna,https://spl.gov.py/dampy/Fauna/Yacar%C3%A9/yacare.html,yacaré,yacaré,,1,images/Fauna/yacare/yacare_0.jpg
Fauna,https://spl.gov.py/dampy/Fauna/Yaguaret%C3%A9/yaguarete.html,yaguareté,yaguareté,,1,images/Fauna/yaguarete/yaguarete_0.jpg
Fauna,https://spl.gov.py/dampy/Fauna/Yaguarund%C3%AD/yaguarundi.html,yaguarundí,yaguarundí,,1,images/Fauna/yaguarundi/yaguarundi_0.png
